text,speaker,start,end
 can hear you now. So is the game; is the game not working? No. Yeah; I'm pressing O and M.,SPEAKER_00,0:06:00.640000,0:06:08
 Have you tried like sort of click using the mustn't click on like the middle of the screen?,SPEAKER_00,0:06:08,0:06:12.800000
 And then try. No; it just makes a noise. Oh; is it drawing? I think it's drawing now. I can see a line.,SPEAKER_00,0:06:15.040000,0:06:25.520000
 We can't see anything. Oh; the dial things move; but we can't see any lines at all.,SPEAKER_00,0:06:25.520000,0:06:35.280000
 That is weird. Maybe if we; if you go off the page and then re click the link.,SPEAKER_03,0:06:35.280000,0:06:42.160000
 I'm sorry about that. I don't; that's not happened before. So I'm not sure why it's done that.,SPEAKER_00,0:06:43.440000,0:06:47.440000
 Yeah. Maybe if you like refresh it and see if that works.,SPEAKER_00,0:06:48.480000,0:06:51.200000
 He is right.,SPEAKER_03,0:06:55.600000,0:06:56.080000
 Yeah. Rosie; come off a bit and then.,SPEAKER_03,0:07:04.400000,0:07:07.200000
 Oh.,UNKNOWN,0:07:08.320000,0:07:08.720000
 That was in the way maybe.,SPEAKER_03,0:07:16.640000,0:07:17.840000
 Yeah.,UNKNOWN,0:07:25.760000,0:07:26.400000
 Again.,SPEAKER_00,0:07:34.480000,0:07:34.880000
 My game.,SPEAKER_03,0:07:51.440000,0:07:51.920000
 hopefully it will work at this time not yeah I'm not sure why oh yeah it's working,SPEAKER_03,0:07:51.920000,0:07:59.920000
 now yeah it's working yeah okay well if you can reshare your screen with me again,SPEAKER_03,0:07:59.920000,0:08:03.880000
 and then we can yeah restart it yeah I don't know why that was must must have,SPEAKER_00,0:08:03.880000,0:08:09.160000
 just been yeah messing up okay I will reset the timer so if I just get the,SPEAKER_00,0:08:09.160000,0:08:23.480000
 timer up yeah are you guys ready to go yeah yeah okay I've started it,SPEAKER_00,0:08:23.480000,0:08:31.280000
 we're like draw that door first yeah,SPEAKER_03,0:08:31.280000,0:08:35.280000
 is it doing it again oh you're working,SPEAKER_03,0:08:38.320000,0:08:43.400000
 I'm working at me are you undraw? no,SPEAKER_03,0:08:43.640000,0:08:51.720000
 so to undo it if you press the new button it says new,SPEAKER_00,0:08:53.360000,0:08:59.520000
 and so the top right there should be a thing that says new,SPEAKER_02,0:09:01.280000,0:09:14.920000
 oh no oh no oh there goes you should get there we go ready all right okay,SPEAKER_03,0:09:14.920000,0:09:28.120000
 could draw that door first,SPEAKER_01,0:09:28.480000,0:09:32.040000
 we'll be back with the one around the outside first,SPEAKER_03,0:09:35.040000,0:09:39.640000
 okay he is right that you and it's been,SPEAKER_03,0:09:40.040000,0:09:47
 allege in a minute,SPEAKER_02,0:09:49,0:09:53
 You can go back there because you've got to do the; how do you do on that; how do you,SPEAKER_01,0:09:53,0:10:22.340000
 do that?,SPEAKER_03,0:10:22.760000,0:10:24.760000
 I was just asking why that was.,SPEAKER_03,0:10:24.760000,0:10:27.260000
 Um;,SPEAKER_02,0:10:27.260000,0:10:29.260000
 Um;,SPEAKER_02,0:10:29.260000,0:10:31.260000
 Um;,UNKNOWN,0:10:31.260000,0:10:33.260000
 Um;,SPEAKER_02,0:10:33.260000,0:10:35.260000
 Um;,SPEAKER_02,0:10:35.260000,0:10:37.260000
 Um;,SPEAKER_02,0:10:37.260000,0:10:39.260000
 um;,UNKNOWN,0:10:39.260000,0:10:41.260000
 Um;,SPEAKER_01,0:10:41.260000,0:10:43.260000
 Um;,SPEAKER_01,0:10:43.260000,0:10:45.260000
 Um;,SPEAKER_03,0:10:45.260000,0:10:47.260000
 Um;,SPEAKER_03,0:10:47.260000,0:10:49.260000
 Um;,SPEAKER_03,0:10:49.260000,0:10:51.260000
 Um;,UNKNOWN,0:10:52.180000,0:10:54.180000
 Um;,SPEAKER_03,0:10:56.180000,0:11:02.180000
 Um;,UNKNOWN,0:11:02.180000,0:11:04.180000
 Um;,UNKNOWN,0:11:04.180000,0:11:06.180000
 Um;,SPEAKER_01,0:11:06.180000,0:11:11.180000
 Um;,SPEAKER_03,0:11:11.180000,0:11:14.180000
 Um;,SPEAKER_03,0:11:14.180000,0:11:17.060000
 I do that roof flip first; go up; nice outline; I have an idea; go up; go up; nice; up; up;,SPEAKER_03,0:11:17.060000,0:11:46.060000
 Wow; oh there we go; hold on; whoop; right; we're going to restart; hold on; nothing; no; okay;,SPEAKER_03,0:11:46.060000,0:11:56.060000
 Are we ready? No; it's a meter; we're going to start on the bottom really; don't we; yeah; like this; you need to go down;,SPEAKER_03,0:11:58.060000,0:12:07.060000
 No; I'm too high up; you should start it up there; you can go down;,SPEAKER_03,0:12:08.060000,0:12:17.060000
 We're going to restart; keep going; go off a little bit; start; no; right; so day; go across; yeah; go up;,SPEAKER_03,0:12:17.060000,0:12:43.060000
 Up; about there; yeah; yeah; yeah; that's my precision skills; perfect; and then you go down a little bit more;,SPEAKER_03,0:12:43.060000,0:13:03.060000
 I'm going to go up; long ass; like a long ass; yeah; go up; actually hold on;,SPEAKER_01,0:13:03.060000,0:13:32.060000
 We're not now; it's not working again;,SPEAKER_03,0:13:34.060000,0:13:39.060000
 We're going to do that roof fit now; you're going to press O; I'm going to press A;,SPEAKER_03,0:13:39.060000,0:14:06.060000
 Oh my gosh; no; don't keep pressing that; it's a tidal roof; ready; are you not going to get a straight line;,SPEAKER_03,0:14:10.060000,0:14:20.060000
 It's fine; do not start again; I didn't touch anything;,SPEAKER_03,0:14:23.060000,0:14:30.060000
 Ready; yeah; ready; go; yeah; I was; you keep on pressing it like this;,SPEAKER_03,0:14:30.060000,0:14:50.060000
 Just hold it; you get a straight line; it's a roof; it's just a roof;,SPEAKER_03,0:14:51.060000,0:15:01.060000
 Right; let's start again;,SPEAKER_03,0:15:01.060000,0:15:12.060000
 Alright; that's literally where it started; look at that long ass on the position;,SPEAKER_03,0:15:12.060000,0:15:21.060000
 Real nicer for starting precision skills;,SPEAKER_03,0:15:22.060000,0:15:27.060000
 Oh; there; look at the left again; look at the down;,SPEAKER_02,0:15:27.060000,0:15:38.060000
 Right again; stop; again; right again; I'm going to go down again; then we're going to go right again;,SPEAKER_03,0:15:39.060000,0:15:55.060000
 Then we're going to ask again; then when you go up there; right; you hold the key;,SPEAKER_03,0:15:56.060000,0:16:06.060000
 Hold the key; don't keep pressing it; okay; alright; 3; 2; 1; hold it; there you go;,SPEAKER_03,0:16:06.060000,0:16:15.060000
 1; 2; 3; 2; 1; there we go; we've got a lovely house; right; go down a bit;,SPEAKER_03,0:16:15.060000,0:16:35.060000
 Up a bit; look at the windows; look at the windows; I think I know how to do them; alright; right; basically; yeah;,SPEAKER_03,0:16:36.060000,0:16:46.060000
 Right; basically; press both your keys at once; okay; go through at the same time; ready; 3; 2; 1;,SPEAKER_03,0:16:46.060000,0:17:01.060000
 Okay guys; that is your time up; really quick; I'll stop recording now; so,SPEAKER_00,0:17:01.060000,0:17:10.060000
