text,speaker,start,end
 No; go to the corner. Where are we? Oh; I can't go up and down.,SPEAKER_02,0:11:10.240000,0:11:15.600000
 There you go. Nice. Nice. Okay. Now.,SPEAKER_01,0:11:16.400000,0:11:21.200000
 I've no idea how we're meant to do this. I think;,SPEAKER_01,0:11:23.840000,0:11:27.120000
 how do you think we do this? Oh; yeah. Yeah. So;,SPEAKER_01,0:11:30.480000,0:11:32.880000
 what; what are you thinking? I can't go up. I can't go up. Why do I need to go up?,SPEAKER_01,0:11:34.880000,0:11:38.080000
 One; two; three. Okay.,SPEAKER_01,0:11:38.240000,0:11:40.160000
 From here. So; I'm going to go D and you're going to go. Okay.,SPEAKER_02,0:11:44.160000,0:11:46.880000
 But we need to not just hold it down because it'll just make a straight line.,SPEAKER_01,0:11:46.880000,0:11:50
 I think; I think; I think we might need to; yeah; do a bit of taffy tap.,SPEAKER_02,0:11:50,0:11:53.280000
 Okay. Go on; give.,SPEAKER_01,0:11:53.280000,0:11:54.480000
 Yeah. Yeah. Yeah. It's working. It's working. Stop!,SPEAKER_01,0:11:56.160000,0:11:59.760000
 Oh my. Wait. And now; and now we go the other way. Okay. Go; go; go.,SPEAKER_02,0:12:02.400000,0:12:07.360000
 Which way? Wait; wait; wait. Do you mean down? Yeah. Okay. Go.,SPEAKER_02,0:12:07.360000,0:12:12.400000
 I'm collecting the wrong button. Okay. That is your time up.,SPEAKER_02,0:12:14.320000,0:12:18.240000
 So; I'm going to stop the recording now.,SPEAKER_00,0:12:21.040000,0:12:23.600000
